eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581495143.06737,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352155819706}, 'confidence': 0.4166592949017015, 'timestamp': 360239.647769, 'diameter_3d': 1.2162704311639412, 'ellipse': {'center': [1377.6682259223255, -98.9748731468107], 'axes': [484.1260219510462, 1051.9706227784025], 'angle': 90.94282096850694}, 'location': [1377.6682259223255, -98.9748731468107], 'diameter': 1051.9706227784025, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213206007267, 1.412395304778378], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.0743701,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.608135222088921}, 'confidence': 0.4270757556368038, 'timestamp': 360239.656169, 'diameter_3d': 1.216270444177842, 'ellipse': {'center': [1377.6681825904273, -98.97489571325133], 'axes': [484.1259403013159, 1051.9707476147007], 'angle': 90.94282719903849}, 'location': [1377.6681825904273, -98.97489571325133], 'diameter': 1051.9707476147007, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.3052130705950855, 1.4123953988052138], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.08346,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352182677596}, 'confidence': 0.4250725986981031, 'timestamp': 360239.664569, 'diameter_3d': 1.2162704365355193, 'ellipse': {'center': [1377.6682080367825, -98.97488246126613], 'axes': [484.125988249549, 1051.970674305455], 'angle': 90.94282354020245}, 'location': [1377.6682080367825, -98.97488246126613], 'diameter': 1051.970674305455, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.3052131501149455, 1.412395343588609], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.091159,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352222515453}, 'confidence': 0.4627321736734683, 'timestamp': 360239.672969, 'diameter_3d': 1.2162704445030905, 'ellipse': {'center': [1377.6681815074594, -98.97489627724056], 'axes': [484.12593826069434, 1051.9707507346582], 'angle': 90.94282735475433}, 'location': [1377.6681815074594, -98.97489627724056], 'diameter': 1051.9707507346582, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.30521306721081, 1.412395401155169], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.099058,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352190960416}, 'confidence': 0.42988020307407543, 'timestamp': 360239.681369, 'diameter_3d': 1.2162704381920832, 'ellipse': {'center': [1377.6682025209834, -98.97488533379118], 'axes': [484.1259778562004, 1051.970690196103], 'angle': 90.9428243332986}, 'location': [1377.6682025209834, -98.97488533379118], 'diameter': 1051.970690196103, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213132878073, 1.4123953555574633], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.111041,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352180573737}, 'confidence': 0.4503125369644871, 'timestamp': 360239.689769, 'diameter_3d': 1.2162704361147474, 'ellipse': {'center': [1377.6682094378104, -98.97488173163703], 'axes': [484.12599088948866, 1051.9706702691883], 'angle': 90.94282333875387}, 'location': [1377.6682094378104, -98.97488173163703], 'diameter': 1051.9706702691883, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213154493158, 1.4123953405484877], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.1183648,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.608135222658602}, 'confidence': 0.4418992086096885, 'timestamp': 360239.698169, 'diameter_3d': 1.216270445317204, 'ellipse': {'center': [1377.6681787967373, -98.97489768893436], 'axes': [484.1259331529138, 1051.9707585440665], 'angle': 90.94282774451898}, 'location': [1377.6681787967373, -98.97489768893436], 'diameter': 1051.9707585440665, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213058739804, 1.4123954070372264], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.127043,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352193952755}, 'confidence': 0.4487099965714866, 'timestamp': 360239.706569, 'diameter_3d': 1.216270438790551, 'ellipse': {'center': [1377.6682005282878, -98.97488637154953], 'axes': [484.1259741013898, 1051.9706959369255], 'angle': 90.94282461982084}, 'location': [1377.6682005282878, -98.97488637154953], 'diameter': 1051.9706959369255, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.3052131266509, 1.4123953598814563], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.135254,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352222329074}, 'confidence': 0.406643425408423, 'timestamp': 360239.714969, 'diameter_3d': 1.2162704444658148, 'ellipse': {'center': [1377.6681816315752, -98.97489621260345], 'axes': [484.1259384945636, 1051.9707503770885], 'angle': 90.9428273369082}, 'location': [1377.6681816315752, -98.97489621260345], 'diameter': 1051.9707503770885, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213067598673, 1.4123954008858477], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.143163,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352142671642}, 'confidence': 0.4358897283594957, 'timestamp': 360239.723369, 'diameter_3d': 1.2162704285343284, 'ellipse': {'center': [1377.6682346780485, -98.97486858699412], 'axes': [484.1260384493448, 1051.97059755375], 'angle': 90.94281970955399}, 'location': [1377.6682346780485, -98.97486858699412], 'diameter': 1051.97059755375, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213233368901, 1.4123952857791422], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.152101,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352153920735}, 'confidence': 0.42266880458772876, 'timestamp': 360239.731769, 'diameter_3d': 1.216270430784147, 'ellipse': {'center': [1377.6682271869117, -98.97487248823782], 'axes': [484.1260243338905, 1051.9706191352145], 'angle': 90.94282078667676}, 'location': [1377.6682271869117, -98.97487248823782], 'diameter': 1051.9706191352145, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213209959099, 1.4123953020343243], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.158703,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352201652226}, 'confidence': 0.427877029879859, 'timestamp': 360239.740169, 'diameter_3d': 1.2162704403304452, 'ellipse': {'center': [1377.6681954009598, -98.97488904176595], 'axes': [484.1259644400328, 1051.9707107084141], 'angle': 90.94282535706013}, 'location': [1377.6681954009598, -98.97488904176595], 'diameter': 1051.9707107084141, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213110627999, 1.4123953710073582], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.1673942,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352173488292}, 'confidence': 0.38460857461818426, 'timestamp': 360239.748569, 'diameter_3d': 1.2162704346976585, 'ellipse': {'center': [1377.668214156239, -98.97487927436816], 'axes': [484.12599978036104, 1051.9706566757116], 'angle': 90.9428226603087}, 'location': [1377.668214156239, -98.97487927436816], 'diameter': 1051.9706566757116, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213169238247, 1.4123953303098673], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.175273,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352221429728}, 'confidence': 0.46633787931709747, 'timestamp': 360239.756969, 'diameter_3d': 1.2162704442859456, 'ellipse': {'center': [1377.668182230479, -98.97489590070569], 'axes': [484.12593962306937, 1051.9707486516866], 'angle': 90.94282725079411}, 'location': [1377.668182230479, -98.97489590070569], 'diameter': 1051.9707486516866, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213069470247, 1.4123953995862737], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.1829739,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352140026164}, 'confidence': 0.4086466211787626, 'timestamp': 360239.765369, 'diameter_3d': 1.2162704280052328, 'ellipse': {'center': [1377.6682364397589, -98.97486766952841], 'axes': [484.12604176891324, 1051.9705924783807], 'angle': 90.9428194562442}, 'location': [1377.6682364397589, -98.97486766952841], 'diameter': 1051.9705924783807, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213238874247, 1.4123952819563683], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.196967,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352209767699}, 'confidence': 0.39222060824482535, 'timestamp': 360239.773769, 'diameter_3d': 1.2162704419535397, 'ellipse': {'center': [1377.668189996603, -98.97489185625369], 'axes': [484.1259542566744, 1051.970726278004], 'angle': 90.94282613413232}, 'location': [1377.668189996603, -98.97489185625369], 'diameter': 1051.970726278004, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213093739384, 1.4123953827343905], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.202358,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.608135218718145}, 'confidence': 0.41145104366830526, 'timestamp': 360239.782169, 'diameter_3d': 1.21627043743629, 'ellipse': {'center': [1377.66820503752, -98.97488402322611], 'axes': [484.12598259807584, 1051.970682946129], 'angle': 90.94282397145527}, 'location': [1377.66820503752, -98.97488402322611], 'diameter': 1051.970682946129, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.30521314074225, 1.4123953500967754], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
